1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3137, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3138, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3139, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
3140, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3141, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3142, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3143, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3144, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3145, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3146, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3147, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3148, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3149, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3150, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3151, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3152, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3153, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
3154, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:pig, 10, 4, 4
3155, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
3156, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:cow, 10, 4, 4
3157, forest, regions_unexplored:autumnal_maple_forest, CREATURE, hexerei:crow, 20, 2, 5
3158, forest, regions_unexplored:autumnal_maple_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3159, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
3160, forest, regions_unexplored:autumnal_maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3161, forest, regions_unexplored:autumnal_maple_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3162, forest, regions_unexplored:autumnal_maple_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3163, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:spider, 80, 4, 4
3164, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie, 80, 4, 4
3165, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3166, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:skeleton, 80, 4, 4
3167, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:creeper, 80, 4, 4
3168, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:slime, 80, 4, 4
3169, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:enderman, 5, 1, 4
3170, forest, regions_unexplored:bamboo_forest, MONSTER, minecraft:witch, 5, 1, 1
3171, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3172, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3173, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3174, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3175, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3176, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3177, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3178, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3179, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3180, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3181, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3182, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3183, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3184, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3185, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3186, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3187, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
3188, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3189, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3190, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3191, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3192, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3193, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3194, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3195, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3196, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3197, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3198, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3199, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3200, forest, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3201, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:sheep, 12, 4, 4
3202, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:pig, 10, 4, 4
3203, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:chicken, 10, 4, 4
3204, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:cow, 10, 4, 4
3205, forest, regions_unexplored:bamboo_forest, CREATURE, minecraft:panda, 80, 1, 2
3206, forest, regions_unexplored:bamboo_forest, CREATURE, hexerei:crow, 20, 2, 5
3207, forest, regions_unexplored:bamboo_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3208, forest, regions_unexplored:bamboo_forest, AMBIENT, minecraft:bat, 10, 8, 8
3209, forest, regions_unexplored:bamboo_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3210, forest, regions_unexplored:bamboo_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3211, forest, regions_unexplored:bamboo_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3212, forest, regions_unexplored:magnolia_woodland, MONSTER, minecraft:spider, 80, 4, 4
3213, forest, regions_unexplored:magnolia_woodland, MONSTER, minecraft:zombie, 80, 4, 4
3214, forest, regions_unexplored:magnolia_woodland, MONSTER, minecraft:zombie_villager, 10, 1, 1
3215, forest, regions_unexplored:magnolia_woodland, MONSTER, minecraft:skeleton, 80, 4, 4
3216, forest, regions_unexplored:magnolia_woodland, MONSTER, minecraft:creeper, 80, 4, 4
3217, forest, regions_unexplored:magnolia_woodland, MONSTER, minecraft:slime, 80, 4, 4
3218, forest, regions_unexplored:magnolia_woodland, MONSTER, minecraft:enderman, 5, 1, 4
3219, forest, regions_unexplored:magnolia_woodland, MONSTER, minecraft:witch, 5, 1, 1
3220, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3221, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3222, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3223, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3224, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3225, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3226, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3227, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3228, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3229, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3230, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3231, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3232, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3233, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3234, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3235, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3236, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
3237, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3238, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3239, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3240, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3241, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3242, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3243, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3244, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3245, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3246, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3247, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3248, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3249, forest, regions_unexplored:magnolia_woodland, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3250, forest, regions_unexplored:magnolia_woodland, CREATURE, minecraft:sheep, 12, 4, 4
3251, forest, regions_unexplored:magnolia_woodland, CREATURE, minecraft:pig, 10, 4, 4
3252, forest, regions_unexplored:magnolia_woodland, CREATURE, minecraft:chicken, 10, 4, 4
3253, forest, regions_unexplored:magnolia_woodland, CREATURE, minecraft:cow, 10, 4, 4
3254, forest, regions_unexplored:magnolia_woodland, CREATURE, minecraft:fox, 10, 2, 4
3255, forest, regions_unexplored:magnolia_woodland, CREATURE, hexerei:crow, 20, 2, 5
3256, forest, regions_unexplored:magnolia_woodland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3257, forest, regions_unexplored:magnolia_woodland, AMBIENT, minecraft:bat, 10, 8, 8
3258, forest, regions_unexplored:magnolia_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3259, forest, regions_unexplored:magnolia_woodland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3260, forest, regions_unexplored:magnolia_woodland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3261, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:spider, 80, 4, 4
3262, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:zombie, 80, 4, 4
3263, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3264, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
3265, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:creeper, 80, 4, 4
3266, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:slime, 80, 4, 4
3267, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:enderman, 5, 1, 4
3268, forest, regions_unexplored:deciduous_forest, MONSTER, minecraft:witch, 5, 1, 1
3269, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3270, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3271, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3272, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3273, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3274, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3275, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3276, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3277, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3278, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3279, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3280, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3281, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3282, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3283, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3284, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3285, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
3286, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3287, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3288, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3289, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3290, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3291, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3292, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3293, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3294, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3295, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3296, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3297, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3298, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3299, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:sheep, 12, 4, 4
3300, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:pig, 10, 4, 4
3301, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:chicken, 10, 4, 4
3302, forest, regions_unexplored:deciduous_forest, CREATURE, minecraft:cow, 10, 4, 4
3303, forest, regions_unexplored:deciduous_forest, CREATURE, hexerei:crow, 20, 2, 5
3304, forest, regions_unexplored:deciduous_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
3305, forest, regions_unexplored:deciduous_forest, AMBIENT, minecraft:bat, 10, 8, 8
3306, forest, regions_unexplored:deciduous_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3307, forest, regions_unexplored:deciduous_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
3308, forest, regions_unexplored:deciduous_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
3309, forest, regions_unexplored:maple_forest, MONSTER, minecraft:spider, 80, 4, 4
3310, forest, regions_unexplored:maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
3311, forest, regions_unexplored:maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3312, forest, regions_unexplored:maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
3313, forest, regions_unexplored:maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
3314, forest, regions_unexplored:maple_forest, MONSTER, minecraft:slime, 80, 4, 4
3315, forest, regions_unexplored:maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
3316, forest, regions_unexplored:maple_forest, MONSTER, minecraft:witch, 5, 1, 1
3317, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
3318, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
3319, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
3320, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
3321, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
3322, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
3323, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
3324, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
3325, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
3326, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
3327, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
3328, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
3329, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
3330, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
3331, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
3332, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
3333, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
3334, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
3335, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
3336, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
3337, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
3338, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
3339, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
3340, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
3341, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
3342, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
3343, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
3344, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
3345, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
3346, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
3347, forest, regions_unexplored:maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
3348, forest, regions_unexplored:maple_forest, CREATURE, minecraft:pig, 10, 4, 4
3349, forest, regions_unexplored:maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
